,Channel,Tweets,Time,Compound Score,Positive Score,Negative Score,Neutral Score
400,NYTimes,"Some 24 million ""smart speakers"" are expected to sell this year. But how comfortable are we with these machines? https://t.co/VlGqtp18uR",Mon Dec 11 06:28:44 +0000 2017,0.7184,0.25,0.0,0.75
401,NYTimes,"RT @nytimesworld: The 9-month battle to drive ISIS out of Iraq's second-largest city left much of it in ruins. Now, Mosul residents are pul…",Mon Dec 11 06:11:56 +0000 2017,-0.6705,0.0,0.2,0.8
402,NYTimes,North Korean Submarine Missile Threat Prompts U.S.-Led Military Drills https://t.co/pvxa7YQ84D,Mon Dec 11 05:53:57 +0000 2017,-0.5267,0.0,0.274,0.726
403,NYTimes,"RT @nytimesworld: A LOT of Christmas spirit on a Sydney bus. And other tales of Australian transport, in this week's Australia Diary. https…",Mon Dec 11 05:48:39 +0000 2017,0.1779,0.078,0.0,0.922
404,NYTimes,"With only hours until the polls open in this unlikeliest of battleground states, Democrats are deploying a sprawlin… https://t.co/gSbRN4jced",Mon Dec 11 05:30:06 +0000 2017,-0.4019,0.0,0.137,0.863
405,NYTimes,"RT @NYTNational: “I think, so many accusations, so many cuts, so many drip, drip, drip. When it got to the 14-year-old’s story, that was en…",Mon Dec 11 05:16:33 +0000 2017,-0.6195,0.0,0.18,0.82
406,NYTimes,RT @NYTSports: Colin Kaepernick has accused the NFL of colluding to keep him off a team in retaliation for inspiring the wave of national a…,Mon Dec 11 04:59:05 +0000 2017,-0.1531,0.099,0.156,0.745
407,NYTimes,The best songs of 2017 https://t.co/bgIM0yW7hp,Mon Dec 11 04:48:03 +0000 2017,0.6369,0.457,0.0,0.543
408,NYTimes,"RT @NYTSports: Returning Eli Manning to the starting lineup restored some equilibrium, but what ails the Giants will take months, and maybe…",Mon Dec 11 04:35:03 +0000 2017,0.1779,0.075,0.0,0.925
409,NYTimes,"Ahead of Brexit, Paris Tries a Business Makeover https://t.co/3SPwgeo0mr",Mon Dec 11 04:32:53 +0000 2017,0.0,0.0,0.0,1.0
410,NYTimes,Volkswagen Chief Suggests Ending Subsidies for Diesel Cars https://t.co/0DBnEv04oW,Mon Dec 11 04:29:34 +0000 2017,0.0,0.0,0.0,1.0
411,NYTimes,Confused by all the news about Russia and the 2016 U.S. presidential election? We are here to help. https://t.co/vmuK2bn7Wa,Mon Dec 11 04:26:04 +0000 2017,0.1027,0.123,0.105,0.773
412,NYTimes,Your cat tattoo can have your actual cat in it https://t.co/wyrGCMsrld,Mon Dec 11 04:12:09 +0000 2017,0.0,0.0,0.0,1.0
413,NYTimes,RT @nytimesworld: Protests in Lebanon near U.S. embassy after Trump’s Jerusalem decision https://t.co/6QjgtAgUVj https://t.co/MVThAPnypJ,Mon Dec 11 03:53:03 +0000 2017,-0.2263,0.0,0.128,0.872
414,NYTimes,Horror films dominated the cultural conversation in 2017. So @nytmag asked the year's best actors to perform in a s… https://t.co/1zY2LD0VYi,Mon Dec 11 03:39:09 +0000 2017,0.128,0.162,0.143,0.695
415,NYTimes,RT @nytimesworld: London's Heathrow Airport was brought to a virtual halt on Sunday after a snowstorm swept through the region https://t.co…,Mon Dec 11 03:25:04 +0000 2017,0.0,0.0,0.0,1.0
416,NYTimes,"17 ways to celebrate the season in New York City, from the familiar (Rockettes!) to the far-out (Taylor Mac!) https://t.co/50cu9mc8bC",Mon Dec 11 03:13:26 +0000 2017,0.6467,0.184,0.0,0.816
417,NYTimes,9 ways to work better in 2018 https://t.co/LMKfNrcMVS,Mon Dec 11 02:56:51 +0000 2017,0.4404,0.326,0.0,0.674
418,NYTimes,A high-powered attorney died. His ex-wife investigated and found a web of drug abuse in his profession.… https://t.co/U9UP9O0Ryt,Mon Dec 11 02:40:03 +0000 2017,-0.8316,0.0,0.358,0.642
419,NYTimes,Op-Ed Columnist: Susan Collins and the Duping of Centrists https://t.co/sGjJ28NHxJ,Mon Dec 11 02:16:54 +0000 2017,0.0,0.0,0.0,1.0
420,NYTimes,"In a Blow to Hamas, Israel Destroys Tunnel From Gaza https://t.co/qvmAm1MCIY",Mon Dec 11 02:00:51 +0000 2017,-0.5574,0.0,0.286,0.714
421,NYTimes,"""Dark"" plays like a slower, artsier, more complicated take on ""Stranger Things,"" our critic writes https://t.co/mwFkGjnwjd",Mon Dec 11 01:52:46 +0000 2017,0.34,0.242,0.113,0.645
422,NYTimes,2017: The Year in New York https://t.co/oMSRlih8ib,Mon Dec 11 01:35:34 +0000 2017,0.0,0.0,0.0,1.0
423,NYTimes,President Trump called for a Washington Post reporter to be fired over a misleading tweet https://t.co/NLAYpP1rDI,Mon Dec 11 01:17:47 +0000 2017,-0.743,0.0,0.344,0.656
424,NYTimes,"Melting glaciers, wicked hot summers, water crises. These are the climate stories to read from this year. https://t.co/6tmy4MU3z0",Mon Dec 11 00:57:34 +0000 2017,-0.5267,0.0,0.167,0.833
425,NYTimes,A dying man had “do not resuscitate” tattooed on his chest. Doctors said it “produced more confusion than clarity.” https://t.co/d1C8KThhvB,Mon Dec 11 00:40:33 +0000 2017,-0.3597,0.0,0.122,0.878
426,NYTimes,The Look: After-School Special https://t.co/MDkn8XkFiy,Mon Dec 11 00:22:04 +0000 2017,0.4019,0.403,0.0,0.597
427,NYTimes,The risk can’t be ignored but isn’t as great as it may seem from a recent study https://t.co/VYh6cV0i4H,Mon Dec 11 00:17:42 +0000 2017,0.6652,0.247,0.14,0.613
428,NYTimes,Op-Ed Contributor: The Man Who Danced on the Heads of Snakes https://t.co/WBlhVk3eLq,Mon Dec 11 00:01:25 +0000 2017,0.0,0.0,0.0,1.0
429,NYTimes,The American ambassador to the UN said that the women who have accused Trump of sexual misconduct “should be heard” https://t.co/tgad1uL3Qp,Sun Dec 10 23:47:55 +0000 2017,-0.296,0.0,0.099,0.901
430,NYTimes,"Luke Skywalker’s lineage is a narrative backbone in ""Star Wars."" So it's natural to wonder: who are Rey's parents?… https://t.co/w9Mfts2iaA",Sun Dec 10 23:30:13 +0000 2017,0.4173,0.134,0.0,0.866
431,NYTimes,How ISIS Produced Its Cruel Arsenal on an Industrial Scale https://t.co/afprGpE6NB,Sun Dec 10 23:21:37 +0000 2017,-0.5859,0.0,0.275,0.725
432,NYTimes,"RT @nytopinion: Over the last 50 years or so, the rules about a woman’s place were shattered. I saw all this happen, and it knocks me out w…",Sun Dec 10 23:10:01 +0000 2017,-0.4767,0.0,0.11,0.89
433,NYTimes,"Porgs, Ewoks and Rathtars: A Field Guide to ‘Star Wars’ Creatures https://t.co/S6siGWTZYo",Sun Dec 10 23:02:21 +0000 2017,0.0,0.0,0.0,1.0
434,NYTimes,Boris Johnson leaves Tehran without a clear statement on imprisoned Brits and a tank dispute https://t.co/M9iwZQJbF4,Sun Dec 10 23:00:26 +0000 2017,-0.7835,0.0,0.417,0.583
435,NYTimes,An NYT reader's reaction to an article about President Trump’s daily fight for self-preservation… https://t.co/F705vf9Qoi,Sun Dec 10 22:50:38 +0000 2017,-0.3818,0.0,0.157,0.843
436,NYTimes,"“The Disaster Artist” had a very strong weekend, taking in $6.4 million in relatively limited release https://t.co/aqQ9xFGouJ",Sun Dec 10 22:45:05 +0000 2017,-0.3415,0.159,0.266,0.575
437,NYTimes,Louis C.K. will buy back the rights to his film after sexual misconduct allegations led to the movie’s shelving https://t.co/F92nFIGdzZ,Sun Dec 10 22:30:05 +0000 2017,0.0,0.0,0.0,1.0
438,NYTimes,"This ""Odyssey"" strips away formulaic language to let the characters take center stage https://t.co/EMx7fd4Q8S",Sun Dec 10 22:15:07 +0000 2017,0.0,0.0,0.0,1.0
439,NYTimes,Sometimes it’s hard to keep track of what’s arriving when. But we’re here to help. https://t.co/peCXk6zyrC,Sun Dec 10 22:00:08 +0000 2017,0.3182,0.149,0.077,0.773
440,NYTimes,"Alexandra Bell puts The New York Times under the microscope, and offers her own “counternarratives” of the news… https://t.co/kPDfkmDx1g",Sun Dec 10 21:45:07 +0000 2017,0.0,0.0,0.0,1.0
441,NYTimes,"“We were all born to die.” In our video, we follow a mother who fights her own personal demons as her son fights ca… https://t.co/s69owvxKdo",Sun Dec 10 21:30:14 +0000 2017,-0.6597,0.0,0.197,0.803
442,NYTimes,A tour of Los Angeles’s flourishing pot scene https://t.co/lzSpDtPJkq,Sun Dec 10 21:15:02 +0000 2017,0.0,0.0,0.0,1.0
443,NYTimes,"In a live TV remake of the holiday classic ""A Christmas Story,"" Jane Krakowski plays Ralphie's teacher https://t.co/r1s6lxmM05",Sun Dec 10 21:00:07 +0000 2017,0.5719,0.239,0.0,0.761
444,NYTimes,"As Alabama's Senate race winds down, residents are lamenting that policy issues didn't seize the spotlight https://t.co/5RaJtzyHAg",Sun Dec 10 20:45:13 +0000 2017,-0.4588,0.0,0.158,0.842
445,NYTimes,"The week’s top stories, and a look ahead https://t.co/zoAsvlH7W5",Sun Dec 10 20:30:06 +0000 2017,0.2023,0.205,0.0,0.795
446,NYTimes,RT @danielle_ivory: NEW: Confidential internal EPA documents obtained by the @nytimes show that a slowdown of enforcement coincides with po…,Sun Dec 10 20:23:00 +0000 2017,0.0,0.0,0.0,1.0
447,NYTimes,"RT @nytimesbooks: Did you love ""Brown Girl Dreaming""? @JackieWoodson will publish 2 new books for young readers next year. https://t.co/9jj…",Sun Dec 10 20:19:26 +0000 2017,0.6369,0.189,0.0,0.811
448,NYTimes,"Watching the ""Me, Too"" campaign, some particularly courageous Afghan women are more willing to talk about assaults https://t.co/Ws52CUJm2o",Sun Dec 10 20:15:02 +0000 2017,0.0498,0.159,0.151,0.69
449,NYTimes,"He's 22, she's 81, and their friendship is melting hearts. A forgotten war orphan. The weird pot scene in L.A. https://t.co/epDpoj7vEX",Sun Dec 10 20:00:08 +0000 2017,-0.5574,0.11,0.284,0.606
450,NYTimes,The risk can’t be ignored but isn’t as great as it may seem from a recent study https://t.co/M0Gfsl6tft,Sun Dec 10 19:45:06 +0000 2017,0.6652,0.247,0.14,0.613
451,NYTimes,The American ambassador to the UN said that the women who have accused Trump of sexual misconduct “should be heard” https://t.co/eN6Wg9hVRo,Sun Dec 10 19:38:47 +0000 2017,-0.296,0.0,0.099,0.901
452,NYTimes,“There is no place for anti-Semitism in our Swedish society. The perpetrators will answer for their crimes.” https://t.co/4MdjtivD9Z,Sun Dec 10 19:30:30 +0000 2017,-0.4939,0.0,0.208,0.792
453,NYTimes,Pick up the phone rather than relying on apps https://t.co/j2WY3UJNOs,Sun Dec 10 19:15:12 +0000 2017,0.0,0.0,0.0,1.0
454,NYTimes,The map was expected to sell for over $1 million but was withdrawn from a Christie's sale https://t.co/yfDF7nfIXE,Sun Dec 10 19:00:20 +0000 2017,0.0,0.0,0.0,1.0
455,NYTimes,Who are Rey's parents? The internet has theories. https://t.co/YnIOnS6jJX https://t.co/U4qIOOS7Rt,Sun Dec 10 18:45:16 +0000 2017,0.0,0.0,0.0,1.0
456,NYTimes,Watch: Ashley Iorio and David Sands met at the United States Naval Academy and were wed on Veterans Day #Daily360… https://t.co/zsM8BN4HxV,Sun Dec 10 18:30:10 +0000 2017,0.4215,0.123,0.0,0.877
457,NYTimes,"In an improbable turn of events, the sound of silence went viral https://t.co/oLYdOmma20",Sun Dec 10 18:15:05 +0000 2017,0.0,0.0,0.0,1.0
458,NYTimes,"How to know if an app is appropriate for children, or even educational https://t.co/4LqtR4iPFg",Sun Dec 10 18:00:17 +0000 2017,0.0,0.0,0.0,1.0
459,NYTimes,At center stage of what looked like a Nine Inch Nails concert was Taylor Swift https://t.co/ByBFKKZWg1,Sun Dec 10 17:45:10 +0000 2017,0.5106,0.249,0.0,0.751
460,NYTimes,"Senator Richard Shelby, a fixture of Republican politics in Alabama, said on national television that the party cou… https://t.co/zJePeEuBgO",Sun Dec 10 17:30:11 +0000 2017,0.4019,0.137,0.0,0.863
461,NYTimes,Opinion: It's been brutal for anyone who believes America’s public lands are best left in their natural state https://t.co/LzyFFs4u9h,Sun Dec 10 17:15:15 +0000 2017,0.3818,0.25,0.153,0.597
462,NYTimes,We’re interested in hearing from parents whose children faced a serious illness. We invite you to share your experi… https://t.co/U9UaNOtkNf,Sun Dec 10 17:02:48 +0000 2017,0.3612,0.265,0.163,0.571
463,NYTimes,"“They gave me 50/50, but we’ve changed it to 51/49, so that I have the upper hand."" https://t.co/WpJn4eejKV https://t.co/VZqrtaXUDY",Sun Dec 10 17:00:21 +0000 2017,0.0,0.0,0.0,1.0
464,NYTimes,President Trump called for a Washington Post reporter to be fired over a misleading tweet https://t.co/60rquXrO18,Sun Dec 10 16:45:05 +0000 2017,-0.743,0.0,0.344,0.656
465,NYTimes,Thousands of protesters chanted slogans against Trump’s decision to recognize Jerusalem as the capital of Israel https://t.co/icMzSfgJ0k,Sun Dec 10 16:30:08 +0000 2017,-0.2263,0.0,0.106,0.894
466,NYTimes,Rising incomes allow China’s retirees to enjoy a retirement that would have been unthinkable for their parents https://t.co/w4gBshsfmM,Sun Dec 10 16:15:07 +0000 2017,0.6249,0.254,0.0,0.746
467,NYTimes,RT @EricLiptonNYT: There's widespread evidence that the Trump admin has been rolling back federal regulations. How about enforcement target…,Sun Dec 10 16:14:28 +0000 2017,0.0,0.0,0.0,1.0
468,NYTimes,@lucasgrindley We lost that challenge. Sorry about the error. Thanks for catching it! https://t.co/sZeNajXoe4,Sun Dec 10 16:01:27 +0000 2017,-0.3382,0.212,0.333,0.455
469,NYTimes,The EPA under President Trump has slowed down efforts to punish polluters https://t.co/R1s7qP5oTR,Sun Dec 10 16:00:05 +0000 2017,-0.7506,0.0,0.368,0.632
470,NYTimes,@AnonyMs_One Thanks for alerting us to the error. Sorry about that! https://t.co/sZeNajXoe4,Sun Dec 10 15:57:05 +0000 2017,-0.1007,0.179,0.265,0.556
471,NYTimes,"Modern Love: What 9 years of therapy and ""open"" Scrabble taught her about love https://t.co/qAJC03ajuk (Correction:… https://t.co/SepmMvhYqT",Sun Dec 10 15:45:12 +0000 2017,0.8555,0.375,0.0,0.625
472,NYTimes,Max Clifford was serving an 8-year sentence for sexual offenses against victims as young as 15 https://t.co/XqLWWte10z,Sun Dec 10 15:30:03 +0000 2017,-0.5423,0.065,0.239,0.697
473,NYTimes,Your cat tattoo can have your actual cat in it https://t.co/4pxWo0GJ4F,Sun Dec 10 15:15:10 +0000 2017,0.0,0.0,0.0,1.0
474,NYTimes,"We interviewed members of 7 families who have spoken to parents, grandparents, sons or daughters about sexual assau… https://t.co/RGe2KNXXEI",Sun Dec 10 15:00:16 +0000 2017,0.0,0.0,0.0,1.0
475,NYTimes,"In most places, a dollar is a dollar. But in the tax plan, the amount you make may be less important than how you m… https://t.co/Zx7pr7K69P",Sun Dec 10 14:30:24 +0000 2017,0.1298,0.061,0.0,0.939
476,NYTimes,"Ojai is a picturesque town known for healthy, spiritual living. The California fires have disrupted that. https://t.co/bPYRgMz3es",Sun Dec 10 14:00:20 +0000 2017,0.6486,0.275,0.0,0.725
477,NYTimes,Some consumers are finding they can get a better deal on prescription drugs by leaving their insurance cards at home https://t.co/qK3Wrewxyp,Sun Dec 10 13:30:09 +0000 2017,0.4404,0.132,0.0,0.868
478,NYTimes,"The Stone: For Veterans, a Path to Healing ‘Moral Injury’ https://t.co/69S0AXL1cF",Sun Dec 10 13:07:39 +0000 2017,0.0,0.0,0.0,1.0
479,NYTimes,"Trump sees the presidency as a prize he must fight to protect every waking moment, and Twitter is his Excalibur… https://t.co/6aEvx25mLU",Sun Dec 10 13:00:16 +0000 2017,0.5106,0.231,0.102,0.667
480,NYTimes,"Jerusalem is not just its postcard vistas. The day-in, day-out friction can be draining. https://t.co/kQqIbm7cqC",Sun Dec 10 12:30:13 +0000 2017,0.0,0.0,0.0,1.0
481,NYTimes,"“Please do not shoot me"": Newly released body camera footage shows a police officer shooting an unarmed man in Ariz… https://t.co/gN14S1iQu1",Sun Dec 10 12:00:04 +0000 2017,0.2584,0.097,0.0,0.903
482,NYTimes,Protests in Lebanon Near U.S. Embassy After Trump’s Jerusalem Decision https://t.co/rhTl1as2l0,Sun Dec 10 11:47:06 +0000 2017,-0.2263,0.0,0.16,0.84
483,NYTimes,"92 Somali citizens were flown out of the U.S. under orders of deportation, but their plane never made it to Somalia https://t.co/o0dc6Jm9A2",Sun Dec 10 11:30:07 +0000 2017,0.0,0.0,0.0,1.0
484,NYTimes,"What Trump’s decision to recognize Jerusalem as Israel’s capital means for the city, the conflict and the world https://t.co/TMzXarFvfL",Sun Dec 10 11:00:12 +0000 2017,-0.3182,0.0,0.113,0.887
485,NYTimes,Janet Yellen Didn’t Set Out to Be a Feminist Hero https://t.co/ZBBXFKq6qG,Sun Dec 10 10:58:30 +0000 2017,0.5574,0.286,0.0,0.714
486,NYTimes,"How Luke Bryan and Blake Shelton, 2 of Nashville’s biggest stars, are adapting to country’s new ways https://t.co/v9ZM6v9Rqr",Sun Dec 10 10:36:14 +0000 2017,0.0,0.0,0.0,1.0
487,NYTimes,She survived a brain tumor at age 4. It was just the start of her fight. https://t.co/JmOzuWU2wz,Sun Dec 10 10:19:16 +0000 2017,-0.2263,0.153,0.242,0.605
488,NYTimes,A new way of measuring school performance turns up some unexpected winners https://t.co/gU9YlIGWja,Sun Dec 10 10:02:12 +0000 2017,0.4767,0.22,0.0,0.78
489,NYTimes,"The Power of Touch, Especially for Men https://t.co/ZM0Vsniy2Z",Sun Dec 10 09:43:19 +0000 2017,0.0,0.0,0.0,1.0
490,NYTimes,"After the death of a young son, can a long road trip help a family to heal? https://t.co/PqFvd8sU6r",Sun Dec 10 09:29:06 +0000 2017,-0.296,0.138,0.199,0.663
491,NYTimes,"Tens of thousands of people said goodbye and ""Merci, Johnny"" to the French rocker Johnny Hallyday in Paris https://t.co/NIAg0tdWJa",Sun Dec 10 09:10:03 +0000 2017,0.0,0.0,0.0,1.0
492,NYTimes,"‘S.N.L.,’ Santa and James Franco Relentlessly Tackle Sexual Harassment https://t.co/kgdLeYncPO",Sun Dec 10 08:53:33 +0000 2017,-0.5423,0.0,0.28,0.72
493,NYTimes,"""To me, the college send-off was not a blues for Chloe. It was a celebration."" https://t.co/btkS6LZCJt",Sun Dec 10 08:50:24 +0000 2017,0.0,0.0,0.0,1.0
494,NYTimes,He defected from North Korea more than 3 decades ago. So why won't the South accept him? https://t.co/ojIaNT0KB1,Sun Dec 10 08:34:21 +0000 2017,-0.5972,0.0,0.246,0.754
495,NYTimes,"Ruby Rose has a whole closet dedicated to skin and hair care. ""I consider this all self-care,"" she said. https://t.co/mGUBF2B6h9",Sun Dec 10 08:15:10 +0000 2017,0.7351,0.267,0.0,0.733
496,NYTimes,"Actually, you do want to know how this sausage gets made https://t.co/SDmBZBmDkJ via @NYTScience",Sun Dec 10 07:59:01 +0000 2017,0.0772,0.091,0.0,0.909
497,NYTimes,8 ways to have a better relationship in 2018 https://t.co/VlRuKBEKvC,Sun Dec 10 07:40:01 +0000 2017,0.4404,0.293,0.0,0.707
498,NYTimes,An algorithm analyzed 52 million dolphin clicks. It found 7 distinct types of sounds. https://t.co/noyluyBGrH,Sun Dec 10 07:20:51 +0000 2017,0.0,0.0,0.0,1.0
499,NYTimes,Older Venezuelans who have migrated say that arguably the biggest hardship is starting over in their sunset years https://t.co/Z9RfqIqtuH,Sun Dec 10 07:04:24 +0000 2017,-0.5106,0.0,0.202,0.798
